Id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels
218,28,icmp,eco_i,S0,2205,660,1,1,0,2,4,0,5,1,0,9,3,2,4,0,0,1,53,56,0.7,0.57,0.54,0.77,0.83,0.45,0.47,68,193,0.83,0.3,0.62,0.09,0.5,1.0,0.32,0.19,neptune
219,83,icmp,eco_i,S0,4883,1494,1,4,8,2,0,1,1,1,1,2,0,1,0,0,1,0,65,61,0.6,0.71,0.52,0.85,0.85,0.5,0.45,7,233,0.94,0.47,0.12,0.32,0.83,0.79,0.03,0.48,smurf
220,23,tcp,smtp,SH,3203,3156,0,0,0,2,1,1,2,0,0,1,1,1,0,0,1,0,45,62,0.01,0.04,0.12,0.4,0.45,0.2,0.46,85,65,0.95,0.18,0.18,0.09,0.3,0.48,0.46,0.25,normal
221,75,icmp,domain_u,SH,9344,1751,0,7,8,5,1,1,9,0,1,8,5,1,2,0,1,1,46,2,0.57,0.66,0.76,0.98,0.89,0.12,0.22,166,81,0.9,0.25,0.52,0.3,0.76,0.92,0.36,0.28,back
222,63,tcp,eco_i,REJ,5556,1933,1,10,10,5,4,0,1,1,1,9,4,2,3,0,1,1,51,59,0.95,0.84,0.53,0.7,0.99,0.43,0.48,77,54,0.82,0.36,0.45,0.02,0.59,0.72,0.48,0.16,back
223,23,tcp,private,SF,3515,3248,0,2,0,2,0,0,1,0,0,3,2,0,5,0,1,0,43,80,0.35,0.08,0.16,0.0,0.18,0.0,0.44,222,166,0.95,0.16,0.58,0.38,0.5,0.17,0.28,0.29,normal
224,89,udp,smtp,SH,5699,878,1,4,9,4,5,0,4,0,1,5,1,2,0,0,0,0,98,15,0.81,0.82,0.6,0.75,0.81,0.11,0.02,22,132,0.81,0.37,0.99,0.43,0.89,0.61,0.14,0.43,neptune
225,70,tcp,ftp_data,SF,2550,4114,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,46,87,0.21,0.21,0.2,0.09,0.11,0.27,0.35,57,49,0.6,0.19,0.3,0.17,0.03,0.02,0.16,0.28,normal
226,63,icmp,http,SF,6100,629,0,10,2,3,4,1,6,1,1,1,0,1,1,0,0,0,16,53,0.59,0.78,0.84,0.91,0.98,0.06,0.17,216,216,0.91,0.43,0.92,0.33,0.74,0.99,0.28,0.33,smurf
227,41,icmp,domain_u,SH,4958,452,0,4,0,2,2,1,8,1,0,1,0,0,2,0,0,0,54,98,0.97,0.9,0.67,0.86,0.82,0.43,0.44,32,128,0.82,0.17,0.85,0.07,0.98,0.82,0.39,0.49,back
228,9,icmp,eco_i,REJ,3126,4945,0,2,0,2,1,0,0,0,0,1,2,0,1,0,1,0,17,48,0.07,0.03,0.13,0.17,0.11,0.03,0.43,210,194,0.54,0.5,0.68,0.19,0.14,0.25,0.04,0.19,normal
229,16,udp,smtp,REJ,3562,3228,1,0,0,2,1,1,1,0,0,0,1,0,5,0,0,0,3,57,0.4,0.45,0.31,0.37,0.16,0.18,0.13,189,189,0.85,0.01,1.0,0.04,0.11,0.17,0.36,0.15,normal
230,1,icmp,other,SF,1531,4572,0,2,0,2,0,0,1,0,0,2,1,0,4,0,0,0,11,87,0.47,0.22,0.42,0.42,0.32,0.32,0.29,236,29,0.76,0.11,0.59,0.32,0.49,0.38,0.11,0.39,normal
231,74,udp,smtp,REJ,2442,2360,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,42,88,0.13,0.11,0.26,0.37,0.03,0.33,0.24,195,94,0.54,0.28,0.26,0.38,0.45,0.03,0.14,0.14,normal
232,65,udp,private,S0,1615,611,1,1,7,1,2,0,1,0,0,3,5,1,2,0,1,1,30,59,0.62,0.6,0.95,0.64,0.88,0.35,0.09,82,54,0.88,0.26,0.33,0.42,0.84,0.62,0.38,0.43,smurf
233,22,tcp,smtp,SF,2547,928,1,5,5,5,5,0,6,0,1,6,0,2,1,0,0,1,30,30,0.51,0.88,0.87,0.94,0.99,0.27,0.26,170,102,0.89,0.2,0.58,0.42,0.51,0.68,0.11,0.38,back
234,34,tcp,http,S0,7765,821,1,8,2,4,3,0,5,1,0,10,2,1,2,0,1,0,69,24,0.92,0.89,0.53,0.79,0.85,0.05,0.1,48,110,0.99,0.12,0.88,0.27,0.65,0.6,0.08,0.39,smurf
235,100,icmp,domain_u,S0,3092,1635,0,2,0,2,1,1,1,0,0,2,1,2,4,0,1,0,37,17,0.32,0.41,0.19,0.16,0.13,0.14,0.3,27,242,0.99,0.33,0.74,0.12,0.26,0.4,0.23,0.1,normal
236,95,icmp,other,SF,1365,3681,0,2,0,0,1,1,0,0,1,2,1,2,2,0,1,0,51,60,0.46,0.12,0.4,0.28,0.27,0.24,0.16,255,5,0.94,0.48,0.04,0.12,0.17,0.02,0.28,0.13,normal
237,73,tcp,smtp,SH,3703,2377,1,2,0,2,1,1,2,0,0,3,2,0,3,0,0,0,10,44,0.29,0.5,0.32,0.27,0.45,0.19,0.34,76,245,0.61,0.06,0.93,0.27,0.42,0.36,0.49,0.17,normal
238,8,icmp,other,SF,9522,750,1,6,4,4,5,1,1,0,1,7,1,2,1,0,1,0,11,28,0.8,0.8,0.9,0.66,0.91,0.2,0.04,202,99,0.86,0.38,0.69,0.22,0.51,0.66,0.23,0.21,back
239,71,udp,domain_u,SH,292,1589,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,37,53,0.19,0.27,0.06,0.12,0.46,0.47,0.04,236,4,0.85,0.32,0.87,0.24,0.36,0.15,0.02,0.22,normal
240,61,icmp,smtp,SH,1260,104,1,0,0,1,0,1,1,0,1,3,1,2,2,0,0,0,46,68,0.32,0.33,0.17,0.27,0.5,0.31,0.07,229,116,1.0,0.47,0.81,0.36,0.07,0.39,0.16,0.15,normal
241,77,tcp,smtp,RSTO,549,2879,0,1,0,2,0,1,1,0,0,2,0,1,1,0,0,0,74,98,0.4,0.27,0.07,0.17,0.37,0.44,0.33,62,118,0.73,0.5,0.58,0.02,0.24,0.42,0.46,0.04,normal
242,28,icmp,smtp,S0,4625,3260,0,1,0,1,1,1,2,0,0,2,2,2,5,0,0,0,96,60,0.05,0.46,0.31,0.36,0.05,0.4,0.33,105,213,0.66,0.43,0.88,0.1,0.09,0.38,0.13,0.12,normal
243,63,udp,domain_u,SH,6654,358,1,10,2,3,3,1,3,0,1,7,3,0,3,0,1,1,34,14,0.62,0.54,0.53,0.77,0.83,0.21,0.32,181,198,0.84,0.17,0.17,0.02,0.7,0.98,0.01,0.12,smurf
244,27,icmp,other,SF,2002,448,0,9,8,4,4,0,8,0,0,8,0,1,2,0,0,1,85,9,0.71,0.66,0.99,0.97,0.88,0.27,0.17,211,103,0.9,0.36,0.32,0.2,0.6,0.6,0.43,0.45,smurf
245,33,icmp,ftp_data,REJ,1513,2181,0,2,0,1,1,1,2,0,0,3,0,1,3,0,1,0,65,55,0.31,0.22,0.11,0.32,0.48,0.07,0.31,16,122,0.99,0.09,0.77,0.43,0.42,0.45,0.41,0.15,normal
246,13,icmp,smtp,RSTO,3369,1438,1,2,0,0,0,1,2,0,1,2,0,0,1,0,0,0,59,21,0.28,0.42,0.1,0.48,0.41,0.1,0.45,107,69,0.94,0.27,0.46,0.15,0.28,0.42,0.42,0.5,normal
247,57,icmp,private,S0,631,3507,0,2,0,0,1,0,1,0,0,3,0,1,2,0,1,0,34,2,0.22,0.32,0.12,0.38,0.11,0.19,0.49,146,196,0.68,0.43,0.28,0.37,0.33,0.5,0.26,0.49,normal
248,3,tcp,http,SH,2036,1757,1,1,5,0,1,1,6,0,1,8,3,0,1,0,0,1,65,70,0.71,0.62,0.6,0.54,0.97,0.08,0.01,55,54,0.93,0.21,0.94,0.48,0.9,0.52,0.3,0.4,back
249,38,icmp,private,RSTO,9811,1500,1,2,8,0,5,1,10,0,0,4,0,0,0,0,0,0,2,9,0.65,0.9,0.96,0.96,0.81,0.49,0.14,131,155,0.98,0.39,0.77,0.39,0.73,0.56,0.22,0.21,back
250,63,udp,private,SH,1334,3874,0,2,0,0,0,0,1,0,0,3,2,2,3,0,1,0,25,29,0.2,0.05,0.32,0.13,0.13,0.12,0.13,164,239,0.71,0.39,0.17,0.49,0.32,0.24,0.38,0.41,normal
251,88,icmp,private,S0,5735,653,1,3,0,1,1,1,0,0,0,6,0,2,3,0,1,0,14,22,0.5,0.83,0.65,0.64,0.94,0.06,0.48,188,190,0.94,0.01,0.17,0.31,0.9,0.83,0.11,0.42,back
252,46,udp,private,SH,3349,1884,0,1,0,4,1,0,8,1,0,9,0,1,1,0,1,0,46,42,0.93,0.88,0.82,0.87,0.97,0.38,0.25,17,64,0.93,0.08,0.81,0.07,0.79,0.97,0.38,0.37,neptune
253,100,udp,smtp,SH,479,2500,0,1,0,2,0,0,2,0,1,3,1,2,3,0,0,0,53,43,0.03,0.35,0.33,0.08,0.01,0.3,0.28,108,83,0.86,0.44,0.38,0.17,0.09,0.34,0.26,0.28,normal
254,84,tcp,ftp_data,REJ,9893,857,0,3,4,2,1,0,5,0,1,1,4,2,4,0,0,0,86,35,0.61,0.88,0.9,0.63,0.9,0.46,0.07,28,70,0.99,0.22,0.29,0.08,0.73,0.64,0.44,0.22,back
255,34,icmp,domain_u,RSTO,6276,986,1,6,5,4,0,1,1,0,1,6,4,0,0,0,0,0,99,98,0.57,0.68,0.94,0.98,0.94,0.4,0.04,102,174,0.91,0.09,0.74,0.1,0.59,0.63,0.23,0.17,teardrop
256,51,tcp,other,SH,912,192,1,2,0,2,0,1,1,0,1,2,2,0,2,0,1,0,35,28,0.39,0.15,0.14,0.38,0.17,0.21,0.3,209,109,0.89,0.18,0.97,0.37,0.5,0.23,0.14,0.4,normal
257,43,icmp,http,REJ,7417,193,0,9,1,1,2,1,5,0,0,5,4,1,4,0,0,0,71,62,0.63,0.9,0.78,0.82,0.81,0.1,0.11,76,212,0.85,0.26,0.38,0.02,0.77,0.89,0.47,0.19,teardrop
258,1,udp,domain_u,SF,3895,4345,1,0,0,0,1,0,1,0,0,2,2,1,3,0,1,0,32,46,0.01,0.3,0.26,0.4,0.23,0.25,0.15,68,176,0.88,0.11,0.11,0.28,0.0,0.4,0.15,0.48,normal
259,79,icmp,http,RSTO,3726,1630,1,5,1,2,4,1,10,0,0,3,5,0,3,0,1,0,52,30,0.51,0.9,0.95,0.81,0.8,0.13,0.47,183,181,0.91,0.07,0.46,0.4,0.77,0.67,0.47,0.29,teardrop
260,19,udp,smtp,RSTO,941,1106,1,0,0,1,1,0,0,0,1,2,0,2,0,0,0,0,87,83,0.18,0.37,0.14,0.35,0.03,0.31,0.12,11,243,0.81,0.06,0.33,0.28,0.39,0.05,0.13,0.07,normal
261,48,udp,other,REJ,1447,4973,1,1,0,2,0,1,1,0,0,1,1,1,2,0,0,0,4,21,0.02,0.43,0.24,0.45,0.17,0.03,0.19,59,51,0.91,0.28,0.12,0.14,0.09,0.08,0.05,0.48,normal
262,4,udp,other,RSTO,6269,175,1,5,4,1,1,0,0,0,1,4,5,2,2,0,1,0,81,36,0.95,0.7,0.71,0.84,0.87,0.19,0.42,83,94,0.88,0.19,0.16,0.28,0.72,0.98,0.09,0.46,smurf
263,98,udp,eco_i,RSTO,6733,845,1,5,0,1,2,1,2,1,0,1,5,0,4,0,1,1,32,75,0.98,0.76,0.56,0.99,0.89,0.33,0.06,101,47,0.93,0.05,0.51,0.17,0.58,0.67,0.25,0.07,teardrop
264,32,tcp,other,REJ,3549,2057,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,32,8,0.24,0.22,0.16,0.06,0.02,0.33,0.25,206,188,0.91,0.24,0.69,0.34,0.11,0.28,0.37,0.07,normal
265,44,tcp,other,REJ,1128,1886,0,7,10,5,0,0,3,0,1,7,4,1,2,0,1,1,15,48,0.97,0.6,0.81,0.64,1.0,0.19,0.03,193,122,0.91,0.26,0.3,0.15,0.76,0.9,0.14,0.32,back
266,47,icmp,smtp,REJ,3142,752,1,2,0,0,0,0,2,0,0,3,0,2,4,0,0,0,57,32,0.18,0.23,0.14,0.47,0.28,0.27,0.41,3,187,0.88,0.47,0.4,0.28,0.04,0.05,0.26,0.39,normal
267,25,tcp,other,REJ,4468,2393,1,2,0,1,0,0,0,0,1,0,1,1,1,0,1,0,32,18,0.09,0.37,0.05,0.29,0.16,0.1,0.15,122,81,0.64,0.48,0.35,0.06,0.13,0.46,0.31,0.2,normal
268,36,icmp,ftp_data,REJ,1418,278,1,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,73,95,0.0,0.12,0.09,0.36,0.2,0.42,0.08,52,240,0.59,0.07,0.64,0.42,0.2,0.42,0.02,0.19,normal
269,93,udp,other,SF,9205,1224,1,7,0,0,1,0,2,0,0,1,1,1,4,0,1,1,71,85,0.72,0.92,0.88,0.61,0.81,0.33,0.28,225,48,0.93,0.21,0.92,0.09,0.81,0.82,0.24,0.02,teardrop
270,19,tcp,other,SH,5795,1420,1,3,8,0,0,0,6,1,0,5,0,2,5,0,1,1,51,94,0.68,0.7,0.75,0.83,0.81,0.27,0.09,155,172,0.86,0.11,0.57,0.38,0.92,0.81,0.19,0.43,neptune
271,51,udp,domain_u,S0,1604,1430,1,2,5,3,3,1,1,1,1,4,2,2,2,0,1,1,64,43,0.71,0.98,0.91,0.71,0.81,0.39,0.08,178,12,0.83,0.25,0.18,0.15,0.78,0.55,0.15,0.44,neptune
272,43,icmp,ftp_data,SF,5211,1816,0,0,8,4,1,0,6,1,1,1,1,2,2,0,1,1,53,49,0.81,0.78,0.79,0.88,0.89,0.5,0.1,182,184,0.92,0.0,0.39,0.35,0.62,0.93,0.07,0.17,neptune
273,94,tcp,ftp_data,S0,7348,1674,0,8,2,4,3,1,7,1,0,9,1,0,1,0,0,1,59,58,0.63,1.0,0.61,0.65,0.88,0.49,0.04,233,91,0.98,0.31,0.43,0.41,0.67,0.96,0.28,0.43,neptune
274,9,icmp,ftp_data,RSTO,218,4095,1,1,0,1,1,1,1,0,0,0,1,2,0,0,0,0,1,40,0.15,0.22,0.07,0.14,0.13,0.19,0.46,83,140,0.67,0.49,0.63,0.19,0.14,0.5,0.48,0.03,normal
275,50,udp,http,SF,531,202,0,2,0,0,0,1,2,0,0,2,1,1,5,0,1,0,94,94,0.26,0.25,0.05,0.41,0.16,0.25,0.26,111,28,0.73,0.39,0.33,0.23,0.04,0.12,0.02,0.37,normal
276,41,tcp,ftp_data,REJ,3397,604,1,10,4,0,2,0,2,0,0,8,3,1,0,0,0,0,63,51,0.99,0.91,0.62,0.54,0.93,0.08,0.06,125,129,0.94,0.02,0.17,0.17,0.92,0.78,0.3,0.26,teardrop
277,24,udp,ftp_data,REJ,1474,414,1,8,6,3,2,0,9,0,0,2,2,1,5,0,1,0,35,28,0.55,0.52,0.73,0.6,0.98,0.09,0.43,126,52,0.84,0.26,0.54,0.35,0.73,0.6,0.19,0.01,neptune
278,35,tcp,other,REJ,9403,936,1,8,0,4,5,1,1,0,0,2,5,0,0,0,1,0,64,48,0.55,0.82,0.64,0.86,0.81,0.25,0.34,114,41,0.9,0.12,0.81,0.07,0.81,0.51,0.35,0.27,teardrop
279,37,udp,smtp,SH,3435,918,0,9,4,5,5,1,10,0,1,5,1,2,4,0,1,0,1,70,0.83,0.73,0.61,0.78,0.86,0.46,0.04,242,114,0.91,0.14,0.31,0.25,0.92,0.82,0.32,0.47,neptune
280,41,tcp,http,SH,3130,1776,1,10,0,4,1,0,5,0,1,4,2,2,4,0,0,0,6,100,0.91,0.51,0.75,0.74,0.86,0.26,0.3,143,166,0.98,0.44,0.21,0.2,0.97,0.67,0.39,0.4,neptune
281,66,icmp,domain_u,SH,8330,189,0,6,5,0,5,1,10,0,1,6,4,1,4,0,0,1,70,61,0.98,0.58,0.74,0.91,0.87,0.12,0.19,172,1,0.96,0.08,0.4,0.15,0.59,0.99,0.08,0.4,neptune
282,68,tcp,private,RSTO,2008,99,1,2,0,0,0,0,2,0,0,0,2,1,2,0,0,0,35,14,0.23,0.44,0.1,0.17,0.31,0.4,0.41,88,248,0.51,0.18,0.97,0.46,0.14,0.05,0.09,0.28,normal
283,71,udp,smtp,S0,2605,707,1,4,3,0,1,1,0,1,0,9,0,2,4,0,1,0,47,79,0.56,0.86,0.96,0.82,0.84,0.18,0.42,216,247,0.97,0.42,0.35,0.4,0.59,0.6,0.07,0.41,back
284,86,udp,smtp,S0,2791,264,1,1,0,2,1,0,2,0,0,1,2,0,0,0,1,0,35,88,0.29,0.21,0.18,0.43,0.2,0.1,0.39,39,52,0.59,0.13,0.61,0.4,0.43,0.33,0.24,0.5,normal
285,24,udp,eco_i,SF,226,1291,1,0,0,1,1,1,1,0,0,1,0,1,3,0,1,0,49,46,0.03,0.44,0.25,0.19,0.17,0.33,0.06,210,57,0.91,0.34,0.54,0.34,0.15,0.46,0.39,0.49,normal
286,83,icmp,other,SF,5555,1583,0,0,1,5,2,1,0,1,0,3,4,2,5,0,0,0,57,26,0.96,0.86,0.62,0.84,0.97,0.06,0.45,150,110,0.82,0.06,0.41,0.46,0.61,0.53,0.04,0.1,smurf
287,31,udp,ftp_data,SH,3885,2558,1,0,0,1,0,1,1,0,1,2,2,0,4,0,1,0,81,22,0.32,0.41,0.31,0.37,0.23,0.25,0.12,16,252,1.0,0.03,0.44,0.14,0.38,0.37,0.43,0.06,normal
288,55,icmp,private,SF,2917,240,0,2,8,2,0,0,6,1,1,9,3,1,4,0,0,1,17,63,0.69,0.67,0.72,0.68,0.92,0.21,0.49,10,113,1.0,0.41,0.61,0.04,0.74,0.8,0.48,0.36,back
289,11,icmp,ftp_data,SH,9610,1033,1,4,0,3,5,1,6,0,1,2,5,2,4,0,0,1,98,75,0.73,0.64,0.64,0.65,0.81,0.41,0.07,187,184,0.97,0.24,0.26,0.09,0.57,0.73,0.42,0.06,smurf
290,65,icmp,http,SF,3247,1745,0,2,5,2,1,0,3,1,0,1,4,0,5,0,0,0,43,43,0.79,0.51,0.88,0.91,0.84,0.15,0.45,127,14,0.96,0.43,0.04,0.11,0.58,0.79,0.27,0.37,teardrop
291,92,udp,ftp_data,SH,1089,3501,0,0,0,2,1,1,0,0,0,1,2,1,4,0,0,0,57,1,0.33,0.48,0.23,0.45,0.32,0.1,0.45,30,189,0.86,0.1,0.92,0.17,0.09,0.48,0.35,0.5,normal
292,93,udp,smtp,REJ,656,4137,0,2,0,1,0,0,2,0,1,2,2,2,1,0,1,0,29,7,0.42,0.39,0.01,0.02,0.39,0.19,0.06,77,18,0.51,0.37,0.02,0.01,0.04,0.19,0.2,0.29,normal
293,74,udp,eco_i,SF,5449,1690,1,8,3,4,5,1,6,1,1,4,2,2,5,0,1,1,3,2,0.68,0.72,0.96,0.53,0.99,0.39,0.05,200,62,0.96,0.02,0.77,0.25,0.64,0.86,0.14,0.06,teardrop
294,6,tcp,eco_i,S0,756,3353,0,1,0,1,1,1,1,0,0,3,2,2,1,0,1,0,83,28,0.09,0.06,0.0,0.19,0.08,0.06,0.5,77,181,0.67,0.01,0.04,0.01,0.16,0.13,0.5,0.06,normal
295,30,tcp,domain_u,S0,3314,4847,0,2,0,1,1,1,2,0,1,0,0,0,3,0,1,0,27,25,0.11,0.29,0.49,0.0,0.39,0.07,0.32,197,124,0.71,0.13,0.53,0.43,0.1,0.19,0.26,0.4,normal
296,84,icmp,eco_i,S0,9413,1803,1,4,5,1,4,1,7,0,1,5,3,0,1,0,1,0,43,19,0.75,0.53,0.81,0.5,0.9,0.22,0.49,38,177,0.99,0.25,0.84,0.12,0.89,0.63,0.19,0.09,smurf
297,22,tcp,smtp,S0,1433,143,1,0,0,1,0,0,1,0,0,3,0,0,4,0,0,0,59,86,0.43,0.2,0.48,0.27,0.11,0.12,0.46,221,118,0.9,0.31,0.55,0.42,0.42,0.43,0.05,0.46,normal
298,79,udp,other,SH,3273,129,1,5,9,5,3,0,3,1,0,6,5,0,5,0,0,0,64,56,0.57,0.81,0.54,0.9,0.87,0.14,0.0,25,231,0.88,0.43,0.34,0.47,0.97,0.81,0.11,0.35,neptune
299,16,udp,ftp_data,RSTO,4769,2629,1,0,0,1,1,1,1,0,0,3,2,1,5,0,0,0,27,30,0.17,0.35,0.31,0.12,0.12,0.16,0.23,125,37,0.57,0.15,0.54,0.29,0.48,0.05,0.45,0.02,normal
300,93,udp,http,SF,10,3067,1,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,99,96,0.4,0.08,0.34,0.2,0.4,0.29,0.23,211,221,0.89,0.3,0.98,0.47,0.17,0.2,0.38,0.15,normal
301,16,udp,eco_i,RSTO,1803,4746,0,2,0,1,1,1,1,0,1,0,0,0,0,0,1,0,58,93,0.12,0.38,0.32,0.48,0.45,0.13,0.43,233,73,0.59,0.11,0.49,0.15,0.31,0.19,0.35,0.06,normal
302,47,tcp,domain_u,S0,3296,1575,1,2,4,0,2,0,8,0,1,0,4,2,1,0,0,0,28,7,0.5,0.67,0.86,0.78,0.82,0.02,0.07,163,147,0.97,0.04,0.89,0.13,0.61,0.6,0.42,0.01,smurf
303,78,udp,domain_u,RSTO,2946,315,1,9,7,1,0,1,1,1,0,5,5,1,5,0,1,1,10,64,0.81,0.9,0.91,0.63,0.92,0.38,0.45,42,138,0.86,0.22,0.71,0.17,0.74,0.57,0.35,0.38,neptune
304,23,tcp,other,SF,4780,1026,1,0,0,2,1,1,1,0,0,2,0,0,0,0,1,0,73,19,0.32,0.29,0.34,0.05,0.24,0.42,0.31,242,131,0.55,0.4,0.03,0.43,0.04,0.4,0.47,0.06,normal
305,72,icmp,smtp,RSTO,1250,1091,1,8,0,1,1,1,1,1,1,1,2,2,3,0,0,0,62,64,0.65,0.71,0.71,0.76,0.91,0.11,0.1,253,14,0.82,0.45,0.36,0.29,0.63,0.85,0.49,0.29,teardrop
306,87,tcp,smtp,REJ,1105,1227,0,0,0,1,1,1,1,0,1,3,1,1,2,0,0,0,4,53,0.03,0.24,0.12,0.44,0.04,0.26,0.1,176,92,0.88,0.45,0.76,0.1,0.36,0.21,0.01,0.07,normal
307,46,udp,eco_i,SF,3136,2534,1,0,0,0,1,1,1,0,1,1,1,0,5,0,1,0,4,97,0.34,0.31,0.4,0.47,0.36,0.19,0.48,193,118,0.63,0.21,0.06,0.12,0.11,0.12,0.01,0.03,normal
308,11,tcp,eco_i,RSTO,4292,4075,1,0,0,1,0,1,1,0,1,0,1,0,5,0,0,0,59,66,0.38,0.47,0.36,0.29,0.22,0.07,0.45,174,225,0.93,0.12,0.08,0.1,0.07,0.5,0.35,0.45,normal
309,15,tcp,ftp_data,SF,3579,4427,0,0,0,2,0,1,0,0,1,2,0,0,0,0,1,0,19,25,0.35,0.11,0.22,0.09,0.44,0.34,0.38,4,58,0.58,0.23,0.22,0.12,0.21,0.13,0.13,0.11,normal
310,33,udp,ftp_data,REJ,308,445,0,1,0,2,0,1,2,0,1,1,1,1,2,0,1,0,91,45,0.07,0.41,0.28,0.38,0.47,0.16,0.13,148,6,0.81,0.38,0.33,0.05,0.44,0.37,0.38,0.01,normal
311,73,icmp,http,SH,3813,4561,0,1,0,1,1,0,0,0,0,3,1,2,2,0,0,0,40,55,0.38,0.33,0.1,0.07,0.14,0.5,0.39,192,77,0.79,0.22,0.66,0.45,0.3,0.38,0.37,0.27,normal
312,16,udp,smtp,SH,3422,2423,1,1,0,0,0,0,2,0,1,1,2,2,5,0,0,0,1,28,0.35,0.46,0.05,0.09,0.17,0.17,0.09,164,68,0.9,0.19,0.05,0.11,0.33,0.25,0.17,0.42,normal
313,18,udp,domain_u,RSTO,868,1818,1,2,0,0,1,0,0,0,1,1,0,2,5,0,1,0,8,5,0.19,0.38,0.4,0.32,0.03,0.49,0.35,34,46,0.53,0.09,0.19,0.16,0.03,0.1,0.23,0.09,normal
314,1,icmp,domain_u,RSTO,4328,4719,1,1,0,2,1,0,0,0,1,0,2,0,4,0,0,0,46,74,0.38,0.03,0.31,0.44,0.23,0.42,0.37,146,225,0.79,0.31,0.69,0.24,0.38,0.2,0.15,0.47,normal
315,8,tcp,eco_i,REJ,5198,1896,0,4,2,3,1,1,1,1,0,0,3,2,5,0,0,0,65,2,0.54,0.54,0.62,0.74,0.81,0.31,0.03,205,84,0.84,0.2,0.8,0.2,0.82,0.87,0.31,0.19,teardrop
316,89,icmp,smtp,RSTO,3613,1347,0,6,8,4,1,1,3,1,0,6,4,1,4,0,0,0,23,65,0.97,0.88,0.57,0.51,0.98,0.23,0.49,5,2,0.9,0.44,0.92,0.03,0.71,0.72,0.49,0.03,teardrop
317,18,tcp,eco_i,S0,1972,1934,1,8,0,5,2,0,1,0,0,3,5,1,5,0,1,1,29,24,0.51,0.92,0.83,0.55,0.84,0.45,0.31,103,239,0.95,0.24,0.83,0.22,0.57,0.66,0.14,0.5,smurf
318,70,tcp,private,REJ,4088,373,0,1,0,2,1,0,1,0,1,2,1,1,0,0,0,0,87,42,0.49,0.1,0.38,0.43,0.4,0.12,0.28,60,50,0.88,0.33,0.29,0.49,0.1,0.2,0.09,0.05,normal
319,43,tcp,eco_i,REJ,8929,843,1,1,2,2,0,0,0,0,0,1,2,0,0,0,0,1,62,54,0.64,0.85,0.55,0.7,0.91,0.31,0.45,207,84,0.89,0.25,0.93,0.39,0.95,0.91,0.35,0.45,teardrop
320,87,udp,private,REJ,4962,866,0,7,0,3,5,0,10,0,0,1,0,1,2,0,1,0,20,62,0.8,0.77,0.57,0.8,0.85,0.13,0.11,68,153,0.91,0.39,0.84,0.33,0.68,0.73,0.15,0.45,smurf
321,36,tcp,ftp_data,SF,1019,1744,0,1,0,0,1,1,2,0,1,1,0,1,4,0,1,0,27,49,0.38,0.33,0.16,0.15,0.47,0.34,0.11,168,192,0.64,0.07,0.08,0.26,0.26,0.19,0.35,0.43,normal
322,62,tcp,ftp_data,SH,2235,2796,0,2,0,1,0,1,2,0,1,3,0,2,3,0,1,0,56,43,0.15,0.03,0.46,0.33,0.39,0.3,0.17,34,234,0.7,0.44,0.28,0.41,0.29,0.18,0.37,0.11,normal
323,77,icmp,smtp,RSTO,9707,209,1,2,2,4,2,0,7,0,1,2,5,1,1,0,0,1,37,76,0.69,0.88,1.0,0.63,0.89,0.26,0.11,71,170,0.93,0.32,0.48,0.19,0.79,0.57,0.26,0.4,neptune
324,86,tcp,ftp_data,REJ,1962,3000,1,2,0,2,1,0,2,0,0,1,1,1,4,0,0,0,40,55,0.41,0.12,0.48,0.22,0.19,0.35,0.3,184,212,0.56,0.35,0.95,0.23,0.48,0.29,0.1,0.33,normal
325,94,icmp,http,S0,4247,894,0,10,3,4,0,1,8,0,0,5,4,0,4,0,0,0,19,30,0.75,0.56,0.75,0.71,0.92,0.15,0.43,242,121,0.94,0.32,0.68,0.42,0.91,0.74,0.17,0.26,teardrop
326,8,udp,eco_i,RSTO,4266,889,1,10,6,2,0,0,8,0,1,1,1,2,1,0,0,1,24,57,0.94,0.98,0.82,0.72,0.93,0.05,0.38,247,1,0.97,0.46,0.21,0.08,0.93,0.56,0.01,0.37,teardrop
327,95,icmp,http,SF,198,4592,0,0,0,2,0,0,1,0,0,1,2,0,3,0,1,0,23,13,0.14,0.42,0.41,0.45,0.17,0.4,0.17,160,241,0.69,0.48,0.33,0.45,0.05,0.04,0.22,0.23,normal
